filename,extension,filepath,category,dataset,file_size_bytes,width,height,resolution
sc_99.jpg,JPG,images/metaldefect/train/Scratches/sc_99.jpg,SCRATCHES,TRAIN,21438,200,200,200x200
sc_98.jpg,JPG,images/metaldefect/train/Scratches/sc_98.jpg,SCRATCHES,TRAIN,22026,200,200,200x200
sc_97.jpg,JPG,images/metaldefect/train/Scratches/sc_97.jpg,SCRATCHES,TRAIN,21707,200,200,200x200
sc_96.jpg,JPG,images/metaldefect/train/Scratches/sc_96.jpg,SCRATCHES,TRAIN,21166,200,200,200x200
sc_95.jpg,JPG,images/metaldefect/train/Scratches/sc_95.jpg,SCRATCHES,TRAIN,20725,200,200,200x200
sc_94.jpg,JPG,images/metaldefect/train/Scratches/sc_94.jpg,SCRATCHES,TRAIN,19656,200,200,200x200
sc_93.jpg,JPG,images/metaldefect/train/Scratches/sc_93.jpg,SCRATCHES,TRAIN,18965,200,200,200x200
sc_92.jpg,JPG,images/metaldefect/train/Scratches/sc_92.jpg,SCRATCHES,TRAIN,17818,200,200,200x200
sc_91.jpg,JPG,images/metaldefect/train/Scratches/sc_91.jpg,SCRATCHES,TRAIN,20253,200,200,200x200
sc_90.jpg,JPG,images/metaldefect/train/Scratches/sc_90.jpg,SCRATCHES,TRAIN,18509,200,200,200x200
sc_9.jpg,JPG,images/metaldefect/train/Scratches/sc_9.jpg,SCRATCHES,TRAIN,19746,200,200,200x200
sc_89.jpg,JPG,images/metaldefect/train/Scratches/sc_89.jpg,SCRATCHES,TRAIN,18395,200,200,200x200
sc_88.jpg,JPG,images/metaldefect/train/Scratches/sc_88.jpg,SCRATCHES,TRAIN,17820,200,200,200x200
sc_87.jpg,JPG,images/metaldefect/train/Scratches/sc_87.jpg,SCRATCHES,TRAIN,18904,200,200,200x200
sc_86.jpg,JPG,images/metaldefect/train/Scratches/sc_86.jpg,SCRATCHES,TRAIN,16785,200,200,200x200
sc_85.jpg,JPG,images/metaldefect/train/Scratches/sc_85.jpg,SCRATCHES,TRAIN,18093,200,200,200x200
sc_84.jpg,JPG,images/metaldefect/train/Scratches/sc_84.jpg,SCRATCHES,TRAIN,19608,200,200,200x200
sc_83.jpg,JPG,images/metaldefect/train/Scratches/sc_83.jpg,SCRATCHES,TRAIN,21535,200,200,200x200
sc_82.jpg,JPG,images/metaldefect/train/Scratches/sc_82.jpg,SCRATCHES,TRAIN,21278,200,200,200x200
sc_81.jpg,JPG,images/metaldefect/train/Scratches/sc_81.jpg,SCRATCHES,TRAIN,21728,200,200,200x200
sc_80.jpg,JPG,images/metaldefect/train/Scratches/sc_80.jpg,SCRATCHES,TRAIN,22491,200,200,200x200
sc_8.jpg,JPG,images/metaldefect/train/Scratches/sc_8.jpg,SCRATCHES,TRAIN,18456,200,200,200x200
sc_79.jpg,JPG,images/metaldefect/train/Scratches/sc_79.jpg,SCRATCHES,TRAIN,23703,200,200,200x200
sc_78.jpg,JPG,images/metaldefect/train/Scratches/sc_78.jpg,SCRATCHES,TRAIN,20825,200,200,200x200
sc_77.jpg,JPG,images/metaldefect/train/Scratches/sc_77.jpg,SCRATCHES,TRAIN,21972,200,200,200x200
sc_76.jpg,JPG,images/metaldefect/train/Scratches/sc_76.jpg,SCRATCHES,TRAIN,19254,200,200,200x200
sc_75.jpg,JPG,images/metaldefect/train/Scratches/sc_75.jpg,SCRATCHES,TRAIN,21130,200,200,200x200
sc_74.jpg,JPG,images/metaldefect/train/Scratches/sc_74.jpg,SCRATCHES,TRAIN,22382,200,200,200x200
sc_73.jpg,JPG,images/metaldefect/train/Scratches/sc_73.jpg,SCRATCHES,TRAIN,21918,200,200,200x200
sc_72.jpg,JPG,images/metaldefect/train/Scratches/sc_72.jpg,SCRATCHES,TRAIN,21286,200,200,200x200
sc_71.jpg,JPG,images/metaldefect/train/Scratches/sc_71.jpg,SCRATCHES,TRAIN,21484,200,200,200x200
sc_70.jpg,JPG,images/metaldefect/train/Scratches/sc_70.jpg,SCRATCHES,TRAIN,20633,200,200,200x200
sc_7.jpg,JPG,images/metaldefect/train/Scratches/sc_7.jpg,SCRATCHES,TRAIN,21392,200,200,200x200
sc_69.jpg,JPG,images/metaldefect/train/Scratches/sc_69.jpg,SCRATCHES,TRAIN,18215,200,200,200x200
sc_68.jpg,JPG,images/metaldefect/train/Scratches/sc_68.jpg,SCRATCHES,TRAIN,21433,200,200,200x200
sc_67.jpg,JPG,images/metaldefect/train/Scratches/sc_67.jpg,SCRATCHES,TRAIN,22544,200,200,200x200
sc_66.jpg,JPG,images/metaldefect/train/Scratches/sc_66.jpg,SCRATCHES,TRAIN,20031,200,200,200x200
sc_65.jpg,JPG,images/metaldefect/train/Scratches/sc_65.jpg,SCRATCHES,TRAIN,22160,200,200,200x200
sc_64.jpg,JPG,images/metaldefect/train/Scratches/sc_64.jpg,SCRATCHES,TRAIN,22425,200,200,200x200
sc_63.jpg,JPG,images/metaldefect/train/Scratches/sc_63.jpg,SCRATCHES,TRAIN,23980,200,200,200x200
sc_62.jpg,JPG,images/metaldefect/train/Scratches/sc_62.jpg,SCRATCHES,TRAIN,23569,200,200,200x200
sc_61.jpg,JPG,images/metaldefect/train/Scratches/sc_61.jpg,SCRATCHES,TRAIN,22684,200,200,200x200
sc_60.jpg,JPG,images/metaldefect/train/Scratches/sc_60.jpg,SCRATCHES,TRAIN,21500,200,200,200x200
sc_6.jpg,JPG,images/metaldefect/train/Scratches/sc_6.jpg,SCRATCHES,TRAIN,19336,200,200,200x200
sc_59.jpg,JPG,images/metaldefect/train/Scratches/sc_59.jpg,SCRATCHES,TRAIN,26074,200,200,200x200
sc_58.jpg,JPG,images/metaldefect/train/Scratches/sc_58.jpg,SCRATCHES,TRAIN,24597,200,200,200x200
sc_57.jpg,JPG,images/metaldefect/train/Scratches/sc_57.jpg,SCRATCHES,TRAIN,22895,200,200,200x200
sc_56.jpg,JPG,images/metaldefect/train/Scratches/sc_56.jpg,SCRATCHES,TRAIN,20998,200,200,200x200
sc_55.jpg,JPG,images/metaldefect/train/Scratches/sc_55.jpg,SCRATCHES,TRAIN,19263,200,200,200x200
sc_54.jpg,JPG,images/metaldefect/train/Scratches/sc_54.jpg,SCRATCHES,TRAIN,21563,200,200,200x200
sc_53.jpg,JPG,images/metaldefect/train/Scratches/sc_53.jpg,SCRATCHES,TRAIN,20832,200,200,200x200
sc_52.jpg,JPG,images/metaldefect/train/Scratches/sc_52.jpg,SCRATCHES,TRAIN,24907,200,200,200x200
sc_51.jpg,JPG,images/metaldefect/train/Scratches/sc_51.jpg,SCRATCHES,TRAIN,23455,200,200,200x200
sc_50.jpg,JPG,images/metaldefect/train/Scratches/sc_50.jpg,SCRATCHES,TRAIN,20564,200,200,200x200
sc_5.jpg,JPG,images/metaldefect/train/Scratches/sc_5.jpg,SCRATCHES,TRAIN,21175,200,200,200x200
sc_49.jpg,JPG,images/metaldefect/train/Scratches/sc_49.jpg,SCRATCHES,TRAIN,18725,200,200,200x200
sc_48.jpg,JPG,images/metaldefect/train/Scratches/sc_48.jpg,SCRATCHES,TRAIN,20876,200,200,200x200
sc_47.jpg,JPG,images/metaldefect/train/Scratches/sc_47.jpg,SCRATCHES,TRAIN,21059,200,200,200x200
sc_46.jpg,JPG,images/metaldefect/train/Scratches/sc_46.jpg,SCRATCHES,TRAIN,20869,200,200,200x200
sc_45.jpg,JPG,images/metaldefect/train/Scratches/sc_45.jpg,SCRATCHES,TRAIN,21762,200,200,200x200
sc_44.jpg,JPG,images/metaldefect/train/Scratches/sc_44.jpg,SCRATCHES,TRAIN,19680,200,200,200x200
sc_43.jpg,JPG,images/metaldefect/train/Scratches/sc_43.jpg,SCRATCHES,TRAIN,19886,200,200,200x200
sc_42.jpg,JPG,images/metaldefect/train/Scratches/sc_42.jpg,SCRATCHES,TRAIN,19462,200,200,200x200
sc_41.jpg,JPG,images/metaldefect/train/Scratches/sc_41.jpg,SCRATCHES,TRAIN,21067,200,200,200x200
sc_40.jpg,JPG,images/metaldefect/train/Scratches/sc_40.jpg,SCRATCHES,TRAIN,22034,200,200,200x200
sc_4.jpg,JPG,images/metaldefect/train/Scratches/sc_4.jpg,SCRATCHES,TRAIN,19241,200,200,200x200
sc_39.jpg,JPG,images/metaldefect/train/Scratches/sc_39.jpg,SCRATCHES,TRAIN,21603,200,200,200x200
sc_38.jpg,JPG,images/metaldefect/train/Scratches/sc_38.jpg,SCRATCHES,TRAIN,19140,200,200,200x200
sc_37.jpg,JPG,images/metaldefect/train/Scratches/sc_37.jpg,SCRATCHES,TRAIN,19146,200,200,200x200
sc_36.jpg,JPG,images/metaldefect/train/Scratches/sc_36.jpg,SCRATCHES,TRAIN,20361,200,200,200x200
sc_35.jpg,JPG,images/metaldefect/train/Scratches/sc_35.jpg,SCRATCHES,TRAIN,21039,200,200,200x200
sc_34.jpg,JPG,images/metaldefect/train/Scratches/sc_34.jpg,SCRATCHES,TRAIN,21472,200,200,200x200
sc_33.jpg,JPG,images/metaldefect/train/Scratches/sc_33.jpg,SCRATCHES,TRAIN,22012,200,200,200x200
sc_32.jpg,JPG,images/metaldefect/train/Scratches/sc_32.jpg,SCRATCHES,TRAIN,21485,200,200,200x200
sc_31.jpg,JPG,images/metaldefect/train/Scratches/sc_31.jpg,SCRATCHES,TRAIN,21157,200,200,200x200
sc_30.jpg,JPG,images/metaldefect/train/Scratches/sc_30.jpg,SCRATCHES,TRAIN,20776,200,200,200x200
sc_3.jpg,JPG,images/metaldefect/train/Scratches/sc_3.jpg,SCRATCHES,TRAIN,20224,200,200,200x200
sc_29.jpg,JPG,images/metaldefect/train/Scratches/sc_29.jpg,SCRATCHES,TRAIN,19609,200,200,200x200
sc_28.jpg,JPG,images/metaldefect/train/Scratches/sc_28.jpg,SCRATCHES,TRAIN,19954,200,200,200x200
sc_27.jpg,JPG,images/metaldefect/train/Scratches/sc_27.jpg,SCRATCHES,TRAIN,19019,200,200,200x200
sc_26.jpg,JPG,images/metaldefect/train/Scratches/sc_26.jpg,SCRATCHES,TRAIN,21016,200,200,200x200
sc_25.jpg,JPG,images/metaldefect/train/Scratches/sc_25.jpg,SCRATCHES,TRAIN,20426,200,200,200x200
sc_24.jpg,JPG,images/metaldefect/train/Scratches/sc_24.jpg,SCRATCHES,TRAIN,17669,200,200,200x200
sc_23.jpg,JPG,images/metaldefect/train/Scratches/sc_23.jpg,SCRATCHES,TRAIN,17706,200,200,200x200
sc_22.jpg,JPG,images/metaldefect/train/Scratches/sc_22.jpg,SCRATCHES,TRAIN,19314,200,200,200x200
sc_21.jpg,JPG,images/metaldefect/train/Scratches/sc_21.jpg,SCRATCHES,TRAIN,20117,200,200,200x200
sc_200.jpg,JPG,images/metaldefect/train/Scratches/sc_200.jpg,SCRATCHES,TRAIN,18810,200,200,200x200
sc_20.jpg,JPG,images/metaldefect/train/Scratches/sc_20.jpg,SCRATCHES,TRAIN,20993,200,200,200x200
sc_2.jpg,JPG,images/metaldefect/train/Scratches/sc_2.jpg,SCRATCHES,TRAIN,18294,200,200,200x200
sc_199.jpg,JPG,images/metaldefect/train/Scratches/sc_199.jpg,SCRATCHES,TRAIN,20843,200,200,200x200
sc_198.jpg,JPG,images/metaldefect/train/Scratches/sc_198.jpg,SCRATCHES,TRAIN,22029,200,200,200x200
sc_197.jpg,JPG,images/metaldefect/train/Scratches/sc_197.jpg,SCRATCHES,TRAIN,20434,200,200,200x200
sc_196.jpg,JPG,images/metaldefect/train/Scratches/sc_196.jpg,SCRATCHES,TRAIN,21814,200,200,200x200
sc_195.jpg,JPG,images/metaldefect/train/Scratches/sc_195.jpg,SCRATCHES,TRAIN,19404,200,200,200x200
sc_194.jpg,JPG,images/metaldefect/train/Scratches/sc_194.jpg,SCRATCHES,TRAIN,18056,200,200,200x200
sc_193.jpg,JPG,images/metaldefect/train/Scratches/sc_193.jpg,SCRATCHES,TRAIN,18462,200,200,200x200
sc_192.jpg,JPG,images/metaldefect/train/Scratches/sc_192.jpg,SCRATCHES,TRAIN,16388,200,200,200x200
sc_191.jpg,JPG,images/metaldefect/train/Scratches/sc_191.jpg,SCRATCHES,TRAIN,20576,200,200,200x200
sc_190.jpg,JPG,images/metaldefect/train/Scratches/sc_190.jpg,SCRATCHES,TRAIN,19275,200,200,200x200
sc_19.jpg,JPG,images/metaldefect/train/Scratches/sc_19.jpg,SCRATCHES,TRAIN,19965,200,200,200x200
sc_189.jpg,JPG,images/metaldefect/train/Scratches/sc_189.jpg,SCRATCHES,TRAIN,17174,200,200,200x200
sc_188.jpg,JPG,images/metaldefect/train/Scratches/sc_188.jpg,SCRATCHES,TRAIN,18673,200,200,200x200
sc_187.jpg,JPG,images/metaldefect/train/Scratches/sc_187.jpg,SCRATCHES,TRAIN,21147,200,200,200x200
sc_186.jpg,JPG,images/metaldefect/train/Scratches/sc_186.jpg,SCRATCHES,TRAIN,19401,200,200,200x200
sc_185.jpg,JPG,images/metaldefect/train/Scratches/sc_185.jpg,SCRATCHES,TRAIN,19997,200,200,200x200
sc_184.jpg,JPG,images/metaldefect/train/Scratches/sc_184.jpg,SCRATCHES,TRAIN,19017,200,200,200x200
sc_183.jpg,JPG,images/metaldefect/train/Scratches/sc_183.jpg,SCRATCHES,TRAIN,18904,200,200,200x200
sc_182.jpg,JPG,images/metaldefect/train/Scratches/sc_182.jpg,SCRATCHES,TRAIN,18310,200,200,200x200
sc_181.jpg,JPG,images/metaldefect/train/Scratches/sc_181.jpg,SCRATCHES,TRAIN,18920,200,200,200x200
sc_180.jpg,JPG,images/metaldefect/train/Scratches/sc_180.jpg,SCRATCHES,TRAIN,18825,200,200,200x200
sc_18.jpg,JPG,images/metaldefect/train/Scratches/sc_18.jpg,SCRATCHES,TRAIN,20402,200,200,200x200
sc_179.jpg,JPG,images/metaldefect/train/Scratches/sc_179.jpg,SCRATCHES,TRAIN,20151,200,200,200x200
sc_178.jpg,JPG,images/metaldefect/train/Scratches/sc_178.jpg,SCRATCHES,TRAIN,20483,200,200,200x200
sc_177.jpg,JPG,images/metaldefect/train/Scratches/sc_177.jpg,SCRATCHES,TRAIN,21048,200,200,200x200
sc_176.jpg,JPG,images/metaldefect/train/Scratches/sc_176.jpg,SCRATCHES,TRAIN,22300,200,200,200x200
sc_175.jpg,JPG,images/metaldefect/train/Scratches/sc_175.jpg,SCRATCHES,TRAIN,21711,200,200,200x200
sc_174.jpg,JPG,images/metaldefect/train/Scratches/sc_174.jpg,SCRATCHES,TRAIN,21800,200,200,200x200
sc_173.jpg,JPG,images/metaldefect/train/Scratches/sc_173.jpg,SCRATCHES,TRAIN,21723,200,200,200x200
sc_172.jpg,JPG,images/metaldefect/train/Scratches/sc_172.jpg,SCRATCHES,TRAIN,21532,200,200,200x200
sc_171.jpg,JPG,images/metaldefect/train/Scratches/sc_171.jpg,SCRATCHES,TRAIN,21497,200,200,200x200
sc_170.jpg,JPG,images/metaldefect/train/Scratches/sc_170.jpg,SCRATCHES,TRAIN,20427,200,200,200x200
sc_17.jpg,JPG,images/metaldefect/train/Scratches/sc_17.jpg,SCRATCHES,TRAIN,20523,200,200,200x200
sc_169.jpg,JPG,images/metaldefect/train/Scratches/sc_169.jpg,SCRATCHES,TRAIN,19213,200,200,200x200
sc_168.jpg,JPG,images/metaldefect/train/Scratches/sc_168.jpg,SCRATCHES,TRAIN,19687,200,200,200x200
sc_167.jpg,JPG,images/metaldefect/train/Scratches/sc_167.jpg,SCRATCHES,TRAIN,21447,200,200,200x200
sc_166.jpg,JPG,images/metaldefect/train/Scratches/sc_166.jpg,SCRATCHES,TRAIN,21937,200,200,200x200
sc_165.jpg,JPG,images/metaldefect/train/Scratches/sc_165.jpg,SCRATCHES,TRAIN,18840,200,200,200x200
sc_164.jpg,JPG,images/metaldefect/train/Scratches/sc_164.jpg,SCRATCHES,TRAIN,18439,200,200,200x200
sc_163.jpg,JPG,images/metaldefect/train/Scratches/sc_163.jpg,SCRATCHES,TRAIN,19358,200,200,200x200
sc_162.jpg,JPG,images/metaldefect/train/Scratches/sc_162.jpg,SCRATCHES,TRAIN,18915,200,200,200x200
sc_161.jpg,JPG,images/metaldefect/train/Scratches/sc_161.jpg,SCRATCHES,TRAIN,17063,200,200,200x200
sc_160.jpg,JPG,images/metaldefect/train/Scratches/sc_160.jpg,SCRATCHES,TRAIN,17587,200,200,200x200
